TRAFFIC LIGHTS: 000100
1552549800 000091 0271
1552549800 000092 0053
1552549800 000093 0284
1552549800 000094 0253
1552549800 000095 0008
1552549800 000096 0249
1552549800 000097 0135
1552549800 000098 0122
1552549800 000099 0050
1552549800 000100 0124
1552550100 000001 0053
1552550100 000002 0267
1552550100 000003 0129
1552550100 000004 0166
1552550100 000005 0216
1552550100 000006 0094
1552550100 000007 0028
1552550100 000008 0111
1552550100 000009 0105
1552550100 000010 0173
1552550100 000011 0169
1552550100 000012 0164
1552550100 000013 0220
1552550100 000014 0005
1552550100 000015 0110
1552550100 000016 0042
1552550100 000017 0237
1552550100 000018 0258
1552550100 000019 0263
1552550100 000020 0029
1552550100 000021 0263
1552550100 000022 0178
1552550100 000023 0244
1552550100 000024 0192
1552550100 000025 0243
1552550100 000026 0264
1552550100 000027 0245
1552550100 000028 0283
1552550100 000029 0043
1552550100 000030 0202
1552550100 000031 0191
1552550100 000032 0038
1552550100 000033 0099
1552550100 000034 0166
1552550100 000035 0240
1552550100 000036 0108
1552550100 000037 0299
1552550100 000038 0285
1552550100 000039 0174
1552550100 000040 0018
1552550100 000041 0194
1552550100 000042 0149
1552550100 000043 0112
1552550100 000044 0141
1552550100 000045 0147
1552550100 000046 0253
1552550100 000047 0005
1552550100 000048 0021
1552550100 000049 0070
1552550100 000050 0051
1552550100 000051 0101
1552550100 000052 0247
1552550100 000053 0030
1552550100 000054 0161
1552550100 000055 0225
1552550100 000056 0026
1552550100 000057 0213
1552550100 000058 0119
1552550100 000059 0027
1552550100 000060 0213
1552550100 000061 0279
1552550100 000062 0015
1552550100 000063 0186
1552550100 000064 0288
1552550100 000065 0118
1552550100 000066 0290
1552550100 000067 0195
1552550100 000068 0076
1552550100 000069 0284
1552550100 000070 0118
1552550100 000071 0252
1552550100 000072 0044
1552550100 000073 0071
1552550100 000074 0169
1552550100 000075 0116
1552550100 000076 0134
1552550100 000077 0054
1552550100 000078 0109
1552550100 000079 0042
1552550100 000080 0241
1552550100 000081 0041
1552550100 000082 0196
1552550100 000083 0039
1552550100 000084 0248
1552550100 000085 0171
1552550100 000086 0163
1552550100 000087 0250
1552550100 000088 0042
1552550100 000089 0021
1552550100 000090 0221
1552550100 000091 0035
1552550100 000092 0136
1552550100 000093 0182
1552550100 000094 0297
1552550100 000095 0088
1552550100 000096 0020
1552550100 000097 0273
1552550100 000098 0227
1552550100 000099 0081
1552550100 000100 0295
1552550400 000001 0179
1552550400 000002 0194
1552550400 000003 0122
1552550400 000004 0209
1552550400 000005 0230
1552550400 000006 0064
1552550400 000007 0205
1552550400 000008 0163
1552550400 000009 0272
1552550400 000010 0130
1552550400 000011 0242
1552550400 000012 0162
1552550400 000013 0236
1552550400 000014 0264
1552550400 000015 0195
1552550400 000016 0267
1552550400 000017 0138
1552550400 000018 0091
1552550400 000019 0100
1552550400 000020 0230
1552550400 000021 0069
1552550400 000022 0035
1552550400 000023 0071
1552550400 000024 0226
1552550400 000025 0082
1552550400 000026 0059
1552550400 000027 0156
1552550400 000028 0072
1552550400 000029 0006
1552550400 000030 0126
1552550400 000031 0214
1552550400 000032 0276
1552550400 000033 0012
1552550400 000034 0221
1552550400 000035 0017
1552550400 000036 0033
1552550400 000037 0076
1552550400 000038 0227
1552550400 000039 0031
1552550400 000040 0165
1552550400 000041 0091
1552550400 000042 0280
1552550400 000043 0040
1552550400 000044 0040
1552550400 000045 0144
1552550400 000046 0080
1552550400 000047 0251
1552550400 000048 0019
1552550400 000049 0234
1552550400 000050 0122
1552550400 000051 0130
1552550400 000052 0104
1552550400 000053 0155
1552550400 000054 0076
1552550400 000055 0169
1552550400 000056 0276
1552550400 000057 0257
1552550400 000058 0150
1552550400 000059 0298
1552550400 000060 0050
1552550400 000061 0187
1552550400 000062 0259
1552550400 000063 0171
1552550400 000064 0278
1552550400 000065 0130
1552550400 000066 0146
1552550400 000067 0184
1552550400 000068 0132
1552550400 000069 0008
1552550400 000070 0137
1552550400 000071 0211
1552550400 000072 0154
1552550400 000073 0249
1552550400 000074 0162
1552550400 000075 0049
1552550400 000076 0163
1552550400 000077 0220
1552550400 000078 0063
1552550400 000079 0115
1552550400 000080 0174
1552550400 000081 0184
1552550400 000082 0207
1552550400 000083 0276
1552550400 000084 0086
1552550400 000085 0120
1552550400 000086 0125
1552550400 000087 0057
1552550400 000088 0131
1552550400 000089 0040
1552550400 000090 0129
1552550400 000091 0030
1552550400 000092 0093
1552550400 000093 0229
1552550400 000094 0053
1552550400 000095 0259
1552550400 000096 0043
1552550400 000097 0234
1552550400 000098 0226
1552550400 000099 0015
1552550400 000100 0227
1552550700 000001 0168
1552550700 000002 0135
1552550700 000003 0116
1552550700 000004 0064
1552550700 000005 0007
1552550700 000006 0056
1552550700 000007 0023
1552550700 000008 0088
1552550700 000009 0130
1552550700 000010 0151
1552550700 000011 0221
1552550700 000012 0115
1552550700 000013 0033
1552550700 000014 0007
1552550700 000015 0287
1552550700 000016 0191
1552550700 000017 0172
1552550700 000018 0182
1552550700 000019 0057
1552550700 000020 0178
1552550700 000021 0187
1552550700 000022 0261
1552550700 000023 0249
1552550700 000024 0005
1552550700 000025 0008
1552550700 000026 0261
1552550700 000027 0278
1552550700 000028 0194
1552550700 000029 0044
1552550700 000030 0056
1552550700 000031 0147
1552550700 000032 0232
1552550700 000033 0066
1552550700 000034 0016
1552550700 000035 0150
1552550700 000036 0177
1552550700 000037 0213
1552550700 000038 0279
1552550700 000039 0133
1552550700 000040 0165
1552550700 000041 0136
1552550700 000042 0176
1552550700 000043 0103
1552550700 000044 0138
1552550700 000045 0143
1552550700 000046 0254
1552550700 000047 0186
1552550700 000048 0235
1552550700 000049 0055
1552550700 000050 0070
1552550700 000051 0287
1552550700 000052 0024
1552550700 000053 0069
1552550700 000054 0217
1552550700 000055 0162
1552550700 000056 0222
1552550700 000057 0176
1552550700 000058 0094
1552550700 000059 0257
1552550700 000060 0003
1552550700 000061 0036
1552550700 000062 0073
1552550700 000063 0059
1552550700 000064 0029
1552550700 000065 0047
1552550700 000066 0001
1552550700 000067 0114
1552550700 000068 0123
1552550700 000069 0030
1552550700 000070 0159
1552550700 000071 0124
1552550700 000072 0016
1552550700 000073 0039
1552550700 000074 0027
1552550700 000075 0052
1552550700 000076 0290
1552550700 000077 0066
1552550700 000078 0255
1552550700 000079 0245
1552550700 000080 0298
1552550700 000081 0017
1552550700 000082 0106
1552550700 000083 0027
1552550700 000084 0259
1552550700 000085 0212
1552550700 000086 0114
1552550700 000087 0290
1552550700 000088 0080
1552550700 000089 0252
1552550700 000090 0185
1552550700 000091 0151
1552550700 000092 0226
1552550700 000093 0270
1552550700 000094 0256
1552550700 000095 0011
1552550700 000096 0032
1552550700 000097 0195
1552550700 000098 0134
1552550700 000099 0199
1552550700 000100 0249
1552551000 000001 0280
1552551000 000002 0095
1552551000 000003 0254
1552551000 000004 0123
1552551000 000005 0211
1552551000 000006 0016
1552551000 000007 0289
1552551000 000008 0169
1552551000 000009 0140
1552551000 000010 0158
1552551000 000011 0112
1552551000 000012 0096
1552551000 000013 0073
1552551000 000014 0061
1552551000 000015 0147
1552551000 000016 0186
1552551000 000017 0230
1552551000 000018 0036
1552551000 000019 0092
1552551000 000020 0011
1552551000 000021 0058
1552551000 000022 0226
1552551000 000023 0212
1552551000 000024 0199
1552551000 000025 0158
1552551000 000026 0022
1552551000 000027 0076
1552551000 000028 0187
1552551000 000029 0294
1552551000 000030 0214
1552551000 000031 0225
1552551000 000032 0150
1552551000 000033 0001
1552551000 000034 0128
1552551000 000035 0125
1552551000 000036 0240
1552551000 000037 0260
1552551000 000038 0046
1552551000 000039 0197
1552551000 000040 0186
1552551000 000041 0051
1552551000 000042 0121
1552551000 000043 0012
1552551000 000044 0073
1552551000 000045 0280
1552551000 000046 0268
1552551000 000047 0085
1552551000 000048 0224
1552551000 000049 0088
1552551000 000050 0278
1552551000 000051 0080
1552551000 000052 0151
1552551000 000053 0052
1552551000 000054 0264
1552551000 000055 0020
1552551000 000056 0210
1552551000 000057 0099
1552551000 000058 0063
1552551000 000059 0233
1552551000 000060 0208
1552551000 000061 0100
1552551000 000062 0069
1552551000 000063 0076
1552551000 000064 0036
1552551000 000065 0286
1552551000 000066 0074
1552551000 000067 0220
1552551000 000068 0245
1552551000 000069 0094
1552551000 000070 0146
1552551000 000071 0220
1552551000 000072 0002
1552551000 000073 0081
1552551000 000074 0101
1552551000 000075 0184
1552551000 000076 0241
1552551000 000077 0094
1552551000 000078 0079
1552551000 000079 0104
1552551000 000080 0043
1552551000 000081 0138
1552551000 000082 0109
1552551000 000083 0006
1552551000 000084 0096
1552551000 000085 0231
1552551000 000086 0171
1552551000 000087 0284
1552551000 000088 0259
1552551000 000089 0214
1552551000 000090 0178
1552551000 000091 0042
1552551000 000092 0037
1552551000 000093 0172
1552551000 000094 0281
1552551000 000095 0029
1552551000 000096 0002
1552551000 000097 0079
1552551000 000098 0220
1552551000 000099 0296
1552551000 000100 0024
1552551300 000001 0260
1552551300 000002 0032
1552551300 000003 0294
1552551300 000004 0091
1552551300 000005 0120
1552551300 000006 0205
1552551300 000007 0245
1552551300 000008 0113
1552551300 000009 0075
1552551300 000010 0237
1552551300 000011 0029
1552551300 000012 0126
1552551300 000013 0220
1552551300 000014 0004
1552551300 000015 0103
1552551300 000016 0046
1552551300 000017 0059
1552551300 000018 0080
1552551300 000019 0139
1552551300 000020 0030
1552551300 000021 0111
1552551300 000022 0175
1552551300 000023 0212
1552551300 000024 0053
1552551300 000025 0172
1552551300 000026 0255
1552551300 000027 0123
1552551300 000028 0156
1552551300 000029 0047
1552551300 000030 0262
1552551300 000031 0091
1552551300 000032 0256
1552551300 000033 0243
1552551300 000034 0278
1552551300 000035 0188
1552551300 000036 0246
1552551300 000037 0189
1552551300 000038 0243
1552551300 000039 0085
1552551300 000040 0227
1552551300 000041 0087
1552551300 000042 0246
1552551300 000043 0211
1552551300 000044 0109
1552551300 000045 0290
1552551300 000046 0080
1552551300 000047 0210
1552551300 000048 0098
1552551300 000049 0103
1552551300 000050 0275
1552551300 000051 0082
1552551300 000052 0091
1552551300 000053 0046
1552551300 000054 0268
1552551300 000055 0254
1552551300 000056 0164
1552551300 000057 0030
1552551300 000058 0058
1552551300 000059 0191
1552551300 000060 0222
1552551300 000061 0008
1552551300 000062 0137
1552551300 000063 0121
1552551300 000064 0153
1552551300 000065 0195
1552551300 000066 0251
1552551300 000067 0129
1552551300 000068 0243
1552551300 000069 0287
1552551300 000070 0063
1552551300 000071 0214
1552551300 000072 0228
1552551300 000073 0061
1552551300 000074 0131
1552551300 000075 0098
1552551300 000076 0104
1552551300 000077 0295
1552551300 000078 0092
1552551300 000079 0251
1552551300 000080 0146
1552551300 000081 0005
1552551300 000082 0235
1552551300 000083 0003
1552551300 000084 0123
1552551300 000085 0266
1552551300 000086 0142
1552551300 000087 0200
1552551300 000088 0009
1552551300 000089 0114
1552551300 000090 0108
1552551300 000091 0128
1552551300 000092 0140
1552551300 000093 0000
1552551300 000094 0157
1552551300 000095 0276
1552551300 000096 0226
1552551300 000097 0240
1552551300 000098 0009
1552551300 000099 0273
1552551300 000100 0170
1552551600 000001 0040
1552551600 000002 0026
1552551600 000003 0148
1552551600 000004 0257
1552551600 000005 0134
1552551600 000006 0176
1552551600 000007 0266
1552551600 000008 0111
1552551600 000009 0164
1552551600 000010 0241
1552551600 000011 0059
1552551600 000012 0051
1552551600 000013 0235
1552551600 000014 0261
1552551600 000015 0160
1552551600 000016 0224
1552551600 000017 0237
1552551600 000018 0096
1552551600 000019 0155
1552551600 000020 0298
1552551600 000021 0098
1552551600 000022 0117
1552551600 000023 0290
1552551600 000024 0134
1552551600 000025 0180
1552551600 000026 0137
1552551600 000027 0030
1552551600 000028 0189
1552551600 000029 0270
1552551600 000030 0229
1552551600 000031 0173
1552551600 000032 0100
1552551600 000033 0086
1552551600 000034 0132
1552551600 000035 0113
1552551600 000036 0252
1552551600 000037 0115
1552551600 000038 0120
1552551600 000039 0020
1552551600 000040 0210
1552551600 000041 0185
1552551600 000042 0162
1552551600 000043 0041
1552551600 000044 0142
1552551600 000045 0106
1552551600 000046 0244
1552551600 000047 0233
1552551600 000048 0139
1552551600 000049 0177
1552551600 000050 0064
1552551600 000051 0169
1552551600 000052 0202
1552551600 000053 0021
1552551600 000054 0290
1552551600 000055 0061
1552551600 000056 0072
1552551600 000057 0260
1552551600 000058 0038
1552551600 000059 0098
1552551600 000060 0249
1552551600 000061 0080
1552551600 000062 0250
1552551600 000063 0072
1552551600 000064 0087
1552551600 000065 0022
1552551600 000066 0116
1552551600 000067 0151
1552551600 000068 0119
1552551600 000069 0041
1552551600 000070 0196
1552551600 000071 0091
1552551600 000072 0098
1552551600 000073 0026
1552551600 000074 0237
1552551600 000075 0022
1552551600 000076 0109
1552551600 000077 0266
1552551600 000078 0037
1552551600 000079 0196
1552551600 000080 0033
1552551600 000081 0191
1552551600 000082 0222
1552551600 000083 0205
1552551600 000084 0193
1552551600 000085 0058
1552551600 000086 0151
1552551600 000087 0090
1552551600 000088 0079
1552551600 000089 0204
1552551600 000090 0291
1552551600 000091 0177
1552551600 000092 0183
1552551600 000093 0203
1552551600 000094 0000
1552551600 000095 0278
1552551600 000096 0201
1552551600 000097 0064
1552551600 000098 0063
1552551600 000099 0114
1552551600 000100 0228
1552551900 000001 0063
1552551900 000002 0023
1552551900 000003 0239
1552551900 000004 0149
1552551900 000005 0247
1552551900 000006 0115
1552551900 000007 0100
1552551900 000008 0046
1552551900 000009 0230
1552551900 000010 0244
1552551900 000011 0023
1552551900 000012 0216
1552551900 000013 0171
1552551900 000014 0087
1552551900 000015 0236
1552551900 000016 0176
1552551900 000017 0126
1552551900 000018 0083
1552551900 000019 0216
1552551900 000020 0153
1552551900 000021 0063
1552551900 000022 0137
1552551900 000023 0169
1552551900 000024 0165
1552551900 000025 0175
1552551900 000026 0065
1552551900 000027 0128
1552551900 000028 0260
1552551900 000029 0012
1552551900 000030 0256
1552551900 000031 0196
1552551900 000032 0085
1552551900 000033 0260
1552551900 000034 0082
1552551900 000035 0153
1552551900 000036 0260
1552551900 000037 0255
1552551900 000038 0058
1552551900 000039 0121
1552551900 000040 0076
1552551900 000041 0088
1552551900 000042 0296
1552551900 000043 0146
1552551900 000044 0114
1552551900 000045 0260
1552551900 000046 0219
1552551900 000047 0216
1552551900 000048 0017
1552551900 000049 0209
1552551900 000050 0063
1552551900 000051 0140
1552551900 000052 0047
1552551900 000053 0007
1552551900 000054 0256
1552551900 000055 0160
1552551900 000056 0200
1552551900 000057 0268
1552551900 000058 0087
1552551900 000059 0017
1552551900 000060 0234
1552551900 000061 0053
1552551900 000062 0060
1552551900 000063 0039
1552551900 000064 0289
1552551900 000065 0151
1552551900 000066 0009
1552551900 000067 0048
1552551900 000068 0108
1552551900 000069 0283
1552551900 000070 0034
1552551900 000071 0108
1552551900 000072 0286
1552551900 000073 0294
1552551900 000074 0282
1552551900 000075 0159
1552551900 000076 0102
1552551900 000077 0092
1552551900 000078 0081
1552551900 000079 0072
1552551900 000080 0053
1552551900 000081 0291
1552551900 000082 0054
1552551900 000083 0060
1552551900 000084 0030
1552551900 000085 0126
1552551900 000086 0135
1552551900 000087 0046
1552551900 000088 0160
1552551900 000089 0222
1552551900 000090 0066
1552551900 000091 0269
1552551900 000092 0238
1552551900 000093 0165
1552551900 000094 0142
1552551900 000095 0130
1552551900 000096 0175
1552551900 000097 0157
1552551900 000098 0163
1552551900 000099 0137
1552551900 000100 0115
1552552200 000001 0147
1552552200 000002 0182
1552552200 000003 0130
1552552200 000004 0034
1552552200 000005 0077
1552552200 000006 0113
1552552200 000007 0284
1552552200 000008 0007
1552552200 000009 0149
1552552200 000010 0046
1552552200 000011 0280
1552552200 000012 0284
1552552200 000013 0163
1552552200 000014 0145
1552552200 000015 0202
1552552200 000016 0216
1552552200 000017 0097
1552552200 000018 0034
1552552200 000019 0298
1552552200 000020 0153
1552552200 000021 0117
1552552200 000022 0127
1552552200 000023 0141
1552552200 000024 0072
1552552200 000025 0206
1552552200 000026 0211
1552552200 000027 0198
1552552200 000028 0245
1552552200 000029 0070
1552552200 000030 0128
1552552200 000031 0122
1552552200 000032 0091
1552552200 000033 0051
1552552200 000034 0187
1552552200 000035 0230
1552552200 000036 0207
1552552200 000037 0165
1552552200 000038 0126
1552552200 000039 0040
1552552200 000040 0135
1552552200 000041 0036
1552552200 000042 0125
1552552200 000043 0161
1552552200 000044 0211
1552552200 000045 0219
1552552200 000046 0015
1552552200 000047 0254
1552552200 000048 0271
1552552200 000049 0284
1552552200 000050 0126
1552552200 000051 0204
1552552200 000052 0280
1552552200 000053 0100
1552552200 000054 0217
1552552200 000055 0044
1552552200 000056 0283
1552552200 000057 0289
1552552200 000058 0051
1552552200 000059 0218
1552552200 000060 0198
1552552200 000061 0186
1552552200 000062 0282
1552552200 000063 0209
1552552200 000064 0222
1552552200 000065 0151
1552552200 000066 0137
1552552200 000067 0100
1552552200 000068 0157
1552552200 000069 0058
1552552200 000070 0180
1552552200 000071 0036
1552552200 000072 0241
1552552200 000073 0277
1552552200 000074 0175
1552552200 000075 0278
1552552200 000076 0032
1552552200 000077 0153
1552552200 000078 0001
1552552200 000079 0226
1552552200 000080 0142
1552552200 000081 0034
1552552200 000082 0251
1552552200 000083 0024
1552552200 000084 0043
1552552200 000085 0088
1552552200 000086 0042
1552552200 000087 0154
1552552200 000088 0205
1552552200 000089 0150
1552552200 000090 0285
1552552200 000091 0210
1552552200 000092 0230
1552552200 000093 0132
1552552200 000094 0086
1552552200 000095 0189
1552552200 000096 0150
1552552200 000097 0022
1552552200 000098 0127
1552552200 000099 0008
1552552200 000100 0004
1552552500 000001 0223
1552552500 000002 0192
1552552500 000003 0015
1552552500 000004 0065
1552552500 000005 0216
1552552500 000006 0087
1552552500 000007 0107
1552552500 000008 0077
1552552500 000009 0166
1552552500 000010 0098
1552552500 000011 0264
1552552500 000012 0292
1552552500 000013 0053
1552552500 000014 0160
1552552500 000015 0103
1552552500 000016 0112
1552552500 000017 0037
1552552500 000018 0163
1552552500 000019 0043
1552552500 000020 0013
1552552500 000021 0008
1552552500 000022 0278
1552552500 000023 0075
1552552500 000024 0105
1552552500 000025 0014
1552552500 000026 0099
1552552500 000027 0123
1552552500 000028 0194
1552552500 000029 0230
1552552500 000030 0029
1552552500 000031 0103
1552552500 000032 0296
1552552500 000033 0038
1552552500 000034 0037
1552552500 000035 0209
1552552500 000036 0259
1552552500 000037 0280
1552552500 000038 0198
1552552500 000039 0069
1552552500 000040 0008
1552552500 000041 0226
1552552500 000042 0224
1552552500 000043 0139
1552552500 000044 0067
1552552500 000045 0027
1552552500 000046 0010
1552552500 000047 0256
1552552500 000048 0285
1552552500 000049 0203
1552552500 000050 0234
1552552500 000051 0044
1552552500 000052 0071
1552552500 000053 0037
1552552500 000054 0069
1552552500 000055 0219
1552552500 000056 0287
1552552500 000057 0098
1552552500 000058 0166
1552552500 000059 0026
1552552500 000060 0057
1552552500 000061 0185
1552552500 000062 0120
1552552500 000063 0276
1552552500 000064 0085
1552552500 000065 0173
1552552500 000066 0248
1552552500 000067 0082
1552552500 000068 0027
1552552500 000069 0223
1552552500 000070 0115
1552552500 000071 0095
1552552500 000072 0191
1552552500 000073 0272
1552552500 000074 0252
1552552500 000075 0152
1552552500 000076 0226
1552552500 000077 0101
1552552500 000078 0033
1552552500 000079 0083
1552552500 000080 0096
1552552500 000081 0145
1552552500 000082 0099
1552552500 000083 0116
1552552500 000084 0223
1552552500 000085 0195
1552552500 000086 0103
1552552500 000087 0032
1552552500 000088 0236
1552552500 000089 0161
1552552500 000090 0126
1552552500 000091 0046
1552552500 000092 0125
1552552500 000093 0028
1552552500 000094 0220
1552552500 000095 0096
1552552500 000096 0187
1552552500 000097 0141
1552552500 000098 0213
1552552500 000099 0227
1552552500 000100 0221
1552552800 000001 0279
1552552800 000002 0056
1552552800 000003 0229
1552552800 000004 0217
1552552800 000005 0014
1552552800 000006 0184
1552552800 000007 0026
1552552800 000008 0081
1552552800 000009 0003
1552552800 000010 0100
1552552800 000011 0060
1552552800 000012 0144
1552552800 000013 0297
1552552800 000014 0094
1552552800 000015 0148
1552552800 000016 0162
1552552800 000017 0231
1552552800 000018 0299
1552552800 000019 0146
1552552800 000020 0181
1552552800 000021 0211
1552552800 000022 0005
1552552800 000023 0124
1552552800 000024 0233
1552552800 000025 0111
1552552800 000026 0252
1552552800 000027 0278
1552552800 000028 0115
1552552800 000029 0094
1552552800 000030 0111
1552552800 000031 0127
1552552800 000032 0041
1552552800 000033 0037
1552552800 000034 0242
1552552800 000035 0028
1552552800 000036 0145
1552552800 000037 0194
1552552800 000038 0076
1552552800 000039 0285
1552552800 000040 0156
1552552800 000041 0080
1552552800 000042 0091
1552552800 000043 0272
1552552800 000044 0025
1552552800 000045 0189
1552552800 000046 0174
1552552800 000047 0023
1552552800 000048 0094
1552552800 000049 0009
1552552800 000050 0286
1552552800 000051 0172
1552552800 000052 0012
1552552800 000053 0296
1552552800 000054 0255
1552552800 000055 0263
1552552800 000056 0297
1552552800 000057 0177
1552552800 000058 0285
1552552800 000059 0082
1552552800 000060 0283
1552552800 000061 0279
1552552800 000062 0247
1552552800 000063 0299
1552552800 000064 0104
1552552800 000065 0208
1552552800 000066 0239
1552552800 000067 0223
1552552800 000068 0205
1552552800 000069 0097
1552552800 000070 0108
1552552800 000071 0113
1552552800 000072 0059
1552552800 000073 0170
1552552800 000074 0127
1552552800 000075 0287
1552552800 000076 0034
1552552800 000077 0158
1552552800 000078 0023
1552552800 000079 0153
1552552800 000080 0280
1552552800 000081 0149
1552552800 000082 0095
1552552800 000083 0298
1552552800 000084 0090
1552552800 000085 0163
1552552800 000086 0254
1552552800 000087 0095
1552552800 000088 0081
1552552800 000089 0156
1552552800 000090 0191
1552552800 000091 0244
1552552800 000092 0036
1552552800 000093 0086
1552552800 000094 0080
1552552800 000095 0081
1552552800 000096 0108
1552552800 000097 0286
1552552800 000098 0083
1552552800 000099 0158
1552552800 000100 0084
1552553100 000001 0139
1552553100 000002 0050
1552553100 000003 0123
1552553100 000004 0282
1552553100 000005 0291
1552553100 000006 0200
1552553100 000007 0179
1552553100 000008 0269
1552553100 000009 0212
1552553100 000010 0282
1552553100 000011 0142
1552553100 000012 0024
1552553100 000013 0022
1552553100 000014 0271
1552553100 000015 0292
1552553100 000016 0004
1552553100 000017 0269
1552553100 000018 0099
1552553100 000019 0176
1552553100 000020 0069
1552553100 000021 0226
1552553100 000022 0216
1552553100 000023 0249
1552553100 000024 0087
1552553100 000025 0141
1552553100 000026 0231
1552553100 000027 0148
1552553100 000028 0066
1552553100 000029 0121
1552553100 000030 0021
1552553100 000031 0257
1552553100 000032 0142
1552553100 000033 0108
1552553100 000034 0265
1552553100 000035 0118
1552553100 000036 0061
1552553100 000037 0020
1552553100 000038 0213
1552553100 000039 0070
1552553100 000040 0189
1552553100 000041 0058
1552553100 000042 0079
1552553100 000043 0027
1552553100 000044 0183
1552553100 000045 0221
1552553100 000046 0262
1552553100 000047 0267
1552553100 000048 0012
1552553100 000049 0034
1552553100 000050 0248
1552553100 000051 0063
1552553100 000052 0090
1552553100 000053 0056
1552553100 000054 0019
1552553100 000055 0088
1552553100 000056 0210
1552553100 000057 0269
1552553100 000058 0039
1552553100 000059 0061
1552553100 000060 0179
1552553100 000061 0283
1552553100 000062 0106
1552553100 000063 0021
1552553100 000064 0199
1552553100 000065 0227
1552553100 000066 0239
1552553100 000067 0035
1552553100 000068 0252
1552553100 000069 0085
1552553100 000070 0107
1552553100 000071 0027
1552553100 000072 0022
1552553100 000073 0278
1552553100 000074 0069
1552553100 000075 0003
1552553100 000076 0027
1552553100 000077 0158
1552553100 000078 0123
1552553100 000079 0242
1552553100 000080 0136
1552553100 000081 0118
1552553100 000082 0217
1552553100 000083 0003
1552553100 000084 0022
1552553100 000085 0002
1552553100 000086 0026
1552553100 000087 0233
1552553100 000088 0051
1552553100 000089 0102
1552553100 000090 0073
1552553100 000091 0282
1552553100 000092 0221
1552553100 000093 0090
1552553100 000094 0262
1552553100 000095 0029
1552553100 000096 0011
1552553100 000097 0025
1552553100 000098 0281
1552553100 000099 0037
1552553100 000100 0059
1552553400 000001 0198
1552553400 000002 0129
1552553400 000003 0095
1552553400 000004 0124
1552553400 000005 0018
1552553400 000006 0229
1552553400 000007 0126
1552553400 000008 0178
1552553400 000009 0165
1552553400 000010 0219
1552553400 000011 0089
1552553400 000012 0194
1552553400 000013 0049
1552553400 000014 0110
1552553400 000015 0240
1552553400 000016 0194
1552553400 000017 0235
1552553400 000018 0074
1552553400 000019 0137
1552553400 000020 0048
1552553400 000021 0239
1552553400 000022 0288
1552553400 000023 0298
1552553400 000024 0090
1552553400 000025 0219
1552553400 000026 0024
1552553400 000027 0238
1552553400 000028 0266
1552553400 000029 0066
1552553400 000030 0290
1552553400 000031 0080
1552553400 000032 0035
1552553400 000033 0062
1552553400 000034 0072
1552553400 000035 0060
1552553400 000036 0255
1552553400 000037 0199
1552553400 000038 0030
1552553400 000039 0149
1552553400 000040 0202
1552553400 000041 0226
1552553400 000042 0185
1552553400 000043 0053
1552553400 000044 0176
1552553400 000045 0227
1552553400 000046 0154
1552553400 000047 0279
1552553400 000048 0182
1552553400 000049 0185
1552553400 000050 0006
1552553400 000051 0127
1552553400 000052 0279
1552553400 000053 0286
1552553400 000054 0234
1552553400 000055 0125
1552553400 000056 0060
1552553400 000057 0165
1552553400 000058 0000
1552553400 000059 0115
1552553400 000060 0048
1552553400 000061 0082
1552553400 000062 0126
1552553400 000063 0116
1552553400 000064 0046
1552553400 000065 0263
1552553400 000066 0200
1552553400 000067 0192
1552553400 000068 0004
1552553400 000069 0241
1552553400 000070 0297
1552553400 000071 0119
1552553400 000072 0185
1552553400 000073 0113
1552553400 000074 0034
1552553400 000075 0025
1552553400 000076 0265
1552553400 000077 0219
1552553400 000078 0237
1552553400 000079 0151
1552553400 000080 0215
1552553400 000081 0198
1552553400 000082 0139
1552553400 000083 0207
1552553400 000084 0279
1552553400 000085 0049
1552553400 000086 0112
1552553400 000087 0007
1552553400 000088 0025
1552553400 000089 0142
1552553400 000090 0072
1552553400 000091 0208
1552553400 000092 0110
1552553400 000093 0145
1552553400 000094 0171
1552553400 000095 0094
1552553400 000096 0178
1552553400 000097 0107
1552553400 000098 0280
1552553400 000099 0203
1552553400 000100 0093
1552553700 000001 0204
1552553700 000002 0013
1552553700 000003 0244
1552553700 000004 0262
1552553700 000005 0149
1552553700 000006 0086
1552553700 000007 0173
1552553700 000008 0280
1552553700 000009 0030
1552553700 000010 0236
1552553700 000011 0021
1552553700 000012 0299
1552553700 000013 0207
1552553700 000014 0264
1552553700 000015 0029
1552553700 000016 0255
1552553700 000017 0237
1552553700 000018 0020
1552553700 000019 0185
1552553700 000020 0160
1552553700 000021 0284
1552553700 000022 0193
1552553700 000023 0209
1552553700 000024 0102
1552553700 000025 0027
1552553700 000026 0026
1552553700 000027 0053
1552553700 000028 0197
1552553700 000029 0055
1552553700 000030 0060
1552553700 000031 0216
1552553700 000032 0243
1552553700 000033 0215
1552553700 000034 0087
1552553700 000035 0061
1552553700 000036 0213
1552553700 000037 0079
1552553700 000038 0164
1552553700 000039 0245
1552553700 000040 0239
1552553700 000041 0004
1552553700 000042 0219
1552553700 000043 0075
1552553700 000044 0224
1552553700 000045 0000
1552553700 000046 0182
1552553700 000047 0258
1552553700 000048 0245
1552553700 000049 0098
1552553700 000050 0110
1552553700 000051 0159
1552553700 000052 0121
1552553700 000053 0244
1552553700 000054 0030
1552553700 000055 0087
1552553700 000056 0173
1552553700 000057 0071
1552553700 000058 0226
1552553700 000059 0233
1552553700 000060 0117
1552553700 000061 0287
